# phi/π evs ...
-1.04	0.07455353156	-0.07455353156	-0.1318135075	0.1318135075	-0.1478583477	0.1478583477	-0.160879969	0.160879969	-0.3976656185	0.3976656185	-0.4437449622	0.4437449622	-0.4908478359	0.4908478359	0.5162640267	-0.5162640267	-0.544312678	0.544312678	-0.554413024	0.554413024	-0.5568109718	0.5568109718	0.5783424142	-0.5783424142	-0.6377854189	0.6377854189	-0.6693970931	0.6693970931	-0.7442472503	0.7442472503	0.7840901184	-0.7840901184	-0.8027980568	0.8027980568	-0.8322351169	0.8322351169	1.005132962	-1.005132962	-1.018591378	1.018591378	-1.022519713	1.022519713	-1.11380193	1.11380193	-1.125711649	1.125711649	1.236741478	-1.236741478	1.254667961	-1.254667961	-1.278227076	1.278227076	-1.283392026	1.283392026	-1.445271513	1.445271513	-1.460658301	1.460658301	1.47506296	-1.47506296	-1.531161072	1.531161072	1.597816216	-1.597816216	1.603695318	-1.603695318	1.639264729	-1.639264729	1.662712134	-1.662712134	-1.676953583	1.676953583	-1.774256452	1.774256452	-1.792229329	1.792229329	-1.803380455	1.803380455	-1.805312168	1.805312168	-1.833633603	1.833633603	-1.856196843	1.856196843	-1.924864058	1.924864058	1.94464766	-1.94464766	1.96647174	-1.96647174	-2.017751082	2.017751082	2.102677431	-2.102677431	2.141640755	-2.141640755	-2.17129725	2.17129725	2.185188107	-2.185188107	-2.186201664	2.186201664	-2.19180786	2.19180786	2.194222338	-2.194222338	-2.235811359	2.235811359	2.331587469	-2.331587469	2.359658083	-2.359658083	2.390086265	-2.390086265	2.477694897	-2.477694897	2.496545633	-2.496545633	-2.566493383	2.566493383	
-1.03	0.08093415391	-0.08093415391	-0.134976462	0.134976462	-0.1398044911	0.1398044911	-0.1577497081	0.1577497081	0.39906321	-0.39906321	-0.446885753	0.446885753	-0.4987624715	0.4987624715	-0.5162623675	0.5162623675	-0.5475019941	0.5475019941	-0.5503843727	0.5503843727	0.5544135353	-0.5544135353	-0.5751469629	0.5751469629	-0.6347592432	0.6347592432	0.6695213022	-0.6695213022	-0.7447807552	0.7447807552	-0.7826772962	0.7826772962	-0.8027883374	0.8027883374	0.8322394195	-0.8322394195	-1.005513118	1.005513118	-1.018515762	1.018515762	1.022222728	-1.022222728	-1.113817071	1.113817071	-1.128224471	1.128224471	-1.23672686	1.23672686	1.257825682	-1.257825682	-1.274941094	1.274941094	-1.280268108	1.280268108	-1.445323699	1.445323699	-1.46062885	1.46062885	1.474963618	-1.474963618	-1.533777585	1.533777585	-1.598074507	1.598074507	-1.602721289	1.602721289	-1.639298866	1.639298866	1.662764818	-1.662764818	1.676951559	-1.676951559	-1.774195265	1.774195265	-1.792354144	1.792354144	-1.804312242	1.804312242	-1.805034842	1.805034842	-1.832850013	1.832850013	1.856212091	-1.856212091	1.924857401	-1.924857401	-1.944585159	1.944585159	-1.96640974	1.96640974	-2.017745948	2.017745948	-2.102423015	2.102423015	2.141564143	-2.141564143	-2.172340715	2.172340715	-2.185180297	2.185180297	-2.186285899	2.186285899	-2.191731516	2.191731516	-2.193670702	2.193670702	2.235825649	-2.235825649	2.331592081	-2.331592081	-2.359643413	2.359643413	-2.390077213	2.390077213	2.477694141	-2.477694141	2.496489793	-2.496489793	-2.566541324	2.566541324	
-1.02	-0.08721965831	0.08721965831	0.1317359358	-0.1317359358	-0.1380497075	0.1380497075	-0.1547005637	0.1547005637	0.4000313706	-0.4000313706	-0.4494307542	0.4494307542	-0.5066491739	0.5066491739	-0.5163070987	0.5163070987	-0.5440274283	0.5440274283	0.5504520469	-0.5504520469	-0.5544093751	0.5544093751	-0.5722111824	0.5722111824	-0.6323190759	0.6323190759	-0.6696128588	0.6696128588	-0.7451934184	0.7451934184	0.7816905072	-0.7816905072	-0.8027806445	0.8027806445	-0.8322422899	0.8322422899	-1.005785516	1.005785516	-1.018460008	1.018460008	1.021980648	-1.021980648	-1.113828549	1.113828549	-1.130680358	1.130680358	-1.236716073	1.236716073	-1.260886276	1.260886276	1.271619713	-1.271619713	-1.277230314	1.277230314	1.445362353	-1.445362353	-1.460606911	1.460606911	1.474896424	-1.474896424	1.536342118	-1.536342118	-1.598339695	1.598339695	-1.601741068	1.601741068	1.639326056	-1.639326056	1.662803896	-1.662803896	1.676949911	-1.676949911	-1.774151477	1.774151477	-1.79244462	1.79244462	-1.803095428	1.803095428	-1.80663374	1.80663374	-1.832124363	1.832124363	-1.856223647	1.856223647	-1.924852796	1.924852796	-1.94453339	1.94453339	-1.966359033	1.966359033	-2.017742616	2.017742616	2.102219557	-2.102219557	-2.141507308	2.141507308	2.173324326	-2.173324326	2.184996365	-2.184996365	-2.186351196	2.186351196	2.191672678	-2.191672678	-2.193179158	2.193179158	-2.235836493	2.235836493	-2.331595227	2.331595227	-2.359632765	2.359632765	-2.390059579	2.390059579	-2.477693829	2.477693829	2.496440507	-2.496440507	-2.566576489	2.566576489	
-1.01	-0.0933969792	0.0933969792	-0.1236577297	0.1236577297	-0.1408866315	0.1408866315	-0.1518776356	0.1518776356	0.400562904	-0.400562904	-0.4513275649	0.4513275649	-0.5140943088	0.5140943088	-0.5168103251	0.5168103251	-0.5377900222	0.5377900222	-0.5528525739	0.5528525739	-0.5544008405	0.5544008405	-0.5698093255	0.5698093255	-0.6305135998	0.6305135998	-0.6696716845	0.6696716845	-0.7454824859	0.7454824859	0.7811366029	-0.7811366029	-0.8027749699	0.8027749699	-0.832243692	0.832243692	-1.005949996	1.005949996	-1.018424184	1.018424184	1.021794303	-1.021794303	-1.113836416	1.113836416	-1.133077661	1.133077661	-1.23670912	1.23670912	1.263687104	-1.263687104	-1.268268694	1.268268694	1.274436822	-1.274436822	1.445387334	-1.445387334	-1.46059261	1.46059261	1.47486152	-1.47486152	1.53885289	-1.53885289	-1.598613206	1.598613206	-1.600755417	1.600755417	1.639346315	-1.639346315	-1.662829297	1.662829297	-1.676948636	1.676948636	-1.774125282	1.774125282	-1.792500954	1.792500954	-1.801683978	1.801683978	1.808174879	-1.808174879	1.831434729	-1.831434729	1.856231472	-1.856231472	-1.924850254	1.924850254	1.944492577	-1.944492577	1.966319416	-1.966319416	-2.017741083	2.017741083	-2.102067752	2.102067752	-2.14147031	2.14147031	2.174247653	-2.174247653	2.184643835	-2.184643835	-2.186396283	2.186396283	2.19163261	-2.19163261	-2.192741199	2.192741199	-2.235843891	2.235843891	2.331596902	-2.331596902	2.359626146	-2.359626146	-2.390033456	2.390033456	-2.47769396	2.47769396	2.496397943	-2.496397943	-2.566598769	2.566598769	
-1	-0.09945221416	0.09945221416	-0.1155725076	0.1155725076	-0.1428754138	0.1428754138	-0.1498933593	0.1498933593	0.4006536271	-0.4006536271	-0.4525332167	0.4525332167	0.5159640179	-0.5159640179	-0.5229027918	0.5229027918	-0.5316693522	0.5316693522	-0.5541624117	0.5541624117	-0.5543900238	0.5543900238	-0.56849995	0.56849995	-0.6293822115	0.6293822115	-0.6696977698	0.6696977698	-0.7456457267	0.7456457267	0.7810193744	-0.7810193744	-0.8027713048	0.8027713048	-0.8322436003	0.8322436003	1.0060065	-1.0060065	-1.018408339	1.018408339	-1.021664332	1.021664332	1.113840703	-1.113840703	-1.135414808	1.135414808	1.236706005	-1.236706005	-1.264789625	1.264789625	1.265661583	-1.265661583	1.272553947	-1.272553947	1.445398549	-1.445398549	1.460586033	-1.460586033	1.474858983	-1.474858983	-1.541307986	1.541307986	1.598896637	-1.598896637	-1.599765109	1.599765109	1.639359655	-1.639359655	1.662840975	-1.662840975	1.676947731	-1.676947731	-1.774116825	1.774116825	-1.792523274	1.792523274	-1.800100938	1.800100938	-1.809656098	1.809656098	-1.830758605	1.830758605	1.856235527	-1.856235527	1.92484978	-1.92484978	1.944462885	-1.944462885	1.966290725	-1.966290725	-2.017741345	2.017741345	-2.101968121	2.101968121	-2.141453188	2.141453188	2.175110359	-2.175110359	-2.184138568	2.184138568	-2.186420254	2.186420254	-2.191612219	2.191612219	-2.19234212	2.19234212	2.23584784	-2.23584784	-2.331597105	2.331597105	-2.359623561	2.359623561	2.389998943	-2.389998943	2.477694533	-2.477694533	2.496362254	-2.496362254	2.566608095	-2.566608095	
-0.99	0.105370532	-0.105370532	0.1074834281	-0.1074834281	0.1424256767	-0.1424256767	-0.1503379808	0.1503379808	0.4003025129	-0.4003025129	-0.4530187344	0.4530187344	0.5160955324	-0.5160955324	-0.5256822881	0.5256822881	0.5307396826	-0.5307396826	-0.5537877858	0.5537877858	0.5543829042	-0.5543829042	-0.5688753904	0.5688753904	-0.6289511823	0.6289511823	0.6696911739	-0.6696911739	-0.7456813877	0.7456813877	0.7813394188	-0.7813394188	-0.8027696391	0.8027696391	0.8322419996	-0.8322419996	1.005955067	-1.005955067	-1.018412496	1.018412496	-1.021591186	1.021591186	-1.113841425	1.113841425	1.137690293	-1.137690293	1.236706726	-1.236706726	1.261423696	-1.261423696	-1.26499878	1.26499878	1.273152778	-1.273152778	-1.445395958	1.445395958	-1.460587216	1.460587216	1.474888825	-1.474888825	-1.543705354	1.543705354	-1.59877093	1.59877093	1.599191767	-1.599191767	1.63936608	-1.63936608	1.662838908	-1.662838908	-1.676947196	1.676947196	1.77412621	-1.77412621	-1.792511676	1.792511676	-1.798368505	1.798368505	-1.811075302	1.811075302	-1.830074564	1.830074564	1.856235767	-1.856235767	1.924851377	-1.924851377	1.944444419	-1.944444419	-1.966272828	1.966272828	-2.017743393	2.017743393	-2.101921003	2.101921003	-2.141455954	2.141455954	2.175912196	-2.175912196	2.183501488	-2.183501488	-2.186422666	2.186422666	2.191611953	-2.191611953	2.191962287	-2.191962287	2.23584834	-2.23584834	-2.331595835	2.331595835	-2.35962501	2.35962501	2.389956147	-2.389956147	-2.477695549	2.477695549	2.496333575	-2.496333575	2.566604436	-2.566604436	
-0.98	-0.09939338256	0.09939338256	-0.1111360888	0.1111360888	-0.140032975	0.140032975	-0.1527159084	0.1527159084	-0.3995117292	0.3995117292	-0.452772606	0.452772606	-0.5161693105	0.5161693105	-0.5198454171	0.5198454171	0.5386201121	-0.5386201121	-0.5519278987	0.5519278987	0.5543970184	-0.5543970184	0.5707362254	-0.5707362254	-0.6292308176	0.6292308176	-0.6696520327	0.6696520327	-0.7455881506	0.7455881506	0.7820941191	-0.7820941191	-0.8027699615	0.8027699615	0.8322388847	-0.8322388847	1.005795838	-1.005795838	1.018436655	-1.018436655	1.021575112	-1.021575112	-1.113838595	1.113838595	-1.139902664	1.139902664	-1.236711281	1.236711281	-1.257971393	1.257971393	1.262555644	-1.262555644	-1.275577255	1.275577255	1.445379571	-1.445379571	-1.460596149	1.460596149	1.474950991	-1.474950991	1.546042782	-1.546042782	-1.597773674	1.597773674	-1.599500563	1.599500563	1.639365589	-1.639365589	1.662823102	-1.662823102	1.676947033	-1.676947033	1.774153499	-1.774153499	-1.792466253	1.792466253	-1.796506995	1.796506995	-1.812430441	1.812430441	-1.829363285	1.829363285	1.856232146	-1.856232146	-1.92485504	1.92485504	-1.944437228	1.944437228	-1.966265636	1.966265636	-2.017747222	2.017747222	-2.101926554	2.101926554	-2.1414786	2.1414786	-2.176653002	2.176653002	-2.182754371	2.182754371	-2.186403596	2.186403596	-2.191581352	2.191581352	-2.191631743	2.191631743	2.23584539	-2.23584539	-2.331593095	2.331593095	2.359630493	-2.359630493	2.389905183	-2.389905183	-2.477697006	2.477697006	-2.496312028	2.496312028	-2.566587799	2.566587799	
-0.97	-0.09130511665	0.09130511665	0.1167319573	-0.1167319573	0.1370886517	-0.1370886517	0.1556357771	-0.1556357771	0.3982865736	-0.3982865736	-0.4518022287	0.4518022287	-0.514176193	0.514176193	0.5162406701	-0.5162406701	0.5464035355	-0.5464035355	-0.5492503975	0.5492503975	-0.5545130771	0.5545130771	0.5734147411	-0.5734147411	-0.6302142842	0.6302142842	-0.6695805771	0.6695805771	-0.7453650895	0.7453650895	0.7832777378	-0.7832777378	-0.8027722591	0.8027722591	0.8322342604	-0.8322342604	1.005529052	-1.005529052	-1.018480794	1.018480794	-1.02161616	1.02161616	-1.113832218	1.113832218	1.142050527	-1.142050527	-1.236719666	1.236719666	-1.254485988	1.254485988	-1.259600328	1.259600328	1.278507353	-1.278507353	1.44534945	-1.44534945	1.460612774	-1.460612774	1.475045363	-1.475045363	-1.548317901	1.548317901	1.596774145	-1.596774145	-1.599825192	1.599825192	-1.639358173	1.639358173	1.662793587	-1.662793587	-1.676947244	1.676947244	1.774198713	-1.774198713	-1.792387102	1.792387102	-1.79453437	1.79453437	-1.813719496	1.813719496	-1.828608036	1.828608036	-1.85622461	1.85622461	-1.924860761	1.924860761	-1.944441301	1.944441301	-1.966269092	1.966269092	2.017752821	-2.017752821	-2.101984744	2.101984744	-2.141521093	2.141521093	2.177332698	-2.177332698	2.181916706	-2.181916706	-2.186363643	2.186363643	2.19118138	-2.19118138	2.191671012	-2.191671012	-2.235838988	2.235838988	2.331588886	-2.331588886	-2.359640007	2.359640007	2.38984617	-2.38984617	2.477698902	-2.477698902	-2.496297716	2.496297716	-2.566558235	2.566558235	
-0.96	-0.0832212775	0.0832212775	0.1221400751	-0.1221400751	0.1339758114	-0.1339758114	-0.1587144653	0.1587144653	0.3966353089	-0.3966353089	-0.4501329106	0.4501329106	-0.5086931009	0.5086931009	-0.5163153393	0.5163153393	0.5461828799	-0.5461828799	0.5528148123	-0.5528148123	0.5559944908	-0.5559944908	-0.576483311	0.576483311	-0.6318783909	0.6318783909	0.6694771659	-0.6694771659	-0.7450116321	0.7450116321	0.7848816135	-0.7848816135	0.8027765168	-0.8027765168	-0.8322281413	0.8322281413	1.005155052	-1.005155052	1.018544866	-1.018544866	1.021714174	-1.021714174	-1.113822301	1.113822301	1.144132547	-1.144132547	1.236731874	-1.236731874	-1.250971191	1.250971191	-1.256484531	1.256484531	1.281589102	-1.281589102	1.445305707	-1.445305707	1.460636988	-1.460636988	1.475171755	-1.475171755	1.550528173	-1.550528173	-1.595773155	1.595773155	-1.600168024	1.600168024	1.639343816	-1.639343816	1.662750419	-1.662750419	-1.676947836	1.676947836	-1.77426184	1.77426184	-1.792274335	1.792274335	1.792466152	-1.792466152	-1.814940469	1.814940469	-1.827794754	1.827794754	1.856213105	-1.856213105	1.924868525	-1.924868525	1.944456571	-1.944456571	-1.96628318	1.96628318	-2.017760179	2.017760179	-2.102095359	2.102095359	2.141583376	-2.141583376	2.177951287	-2.177951287	2.181004291	-2.181004291	-2.186303861	2.186303861	2.190748259	-2.190748259	2.191728733	-2.191728733	2.235829134	-2.235829134	-2.331583214	2.331583214	2.359653546	-2.359653546	2.389779234	-2.389779234	2.477701235	-2.477701235	2.496290726	-2.496290726	-2.566515829	2.566515829	
-0.95	-0.07514444988	0.07514444988	0.1273412199	-0.1273412199	0.1307922448	-0.1307922448	0.1618541663	-0.1618541663	0.3945689124	-0.3945689124	-0.4478047396	0.4478047396	0.5034157045	-0.5034157045	-0.5163908608	0.5163908608	-0.5429193437	0.5429193437	-0.5538298016	0.5538298016	0.5628609058	-0.5628609058	-0.5797479234	0.5797479234	-0.6341860868	0.6341860868	0.6693423481	-0.6693423481	-0.7445275256	0.7445275256	0.7868944427	-0.7868944427	-0.8027827182	0.8027827182	0.8322205519	-0.8322205519	1.004674276	-1.004674276	-1.0186288	1.0186288	1.021868801	-1.021868801	1.113808848	-1.113808848	-1.146147443	1.146147443	-1.236747895	1.236747895	-1.247428993	1.247428993	-1.253300224	1.253300224	-1.28473001	1.28473001	1.445248501	-1.445248501	-1.460668641	1.460668641	1.475329919	-1.475329919	-1.552670893	1.552670893	1.594771518	-1.594771518	-1.600531624	1.600531624	1.639322497	-1.639322497	1.66269368	-1.66269368	-1.676948815	1.676948815	1.774342829	-1.774342829	1.790315586	-1.790315586	-1.792128087	1.792128087	1.816091385	-1.816091385	1.826911887	-1.826911887	1.856197573	-1.856197573	-1.924878313	1.924878313	1.944482914	-1.944482914	1.966307921	-1.966307921	2.017769286	-2.017769286	2.102258003	-2.102258003	2.141665372	-2.141665372	2.178508848	-2.178508848	2.180029076	-2.180029076	-2.186225658	2.186225658	2.190271848	-2.190271848	-2.191803538	2.191803538	-2.235815828	2.235815828	2.331576084	-2.331576084	-2.359671102	2.359671102	2.389704503	-2.389704503	2.477704004	-2.477704004	2.496291126	-2.496291126	-2.566460706	2.566460706	
